Date,Close
2010-01-04 00:00:00-05:00,6.4545063972473145
2010-01-05 00:00:00-05:00,6.465664863586426
2010-01-06 00:00:00-05:00,6.362819671630859
2010-01-07 00:00:00-05:00,6.3510565757751465
2010-01-08 00:00:00-05:00,6.393280506134033
2010-01-11 00:00:00-05:00,6.336881637573242
2010-01-12 00:00:00-05:00,6.264801025390625
2010-01-13 00:00:00-05:00,6.353168487548828
2010-01-14 00:00:00-05:00,6.316373348236084
2010-01-15 00:00:00-05:00,6.210814476013184
2010-01-19 00:00:00-05:00,6.485569000244141
2010-01-20 00:00:00-05:00,6.385739803314209
2010-01-21 00:00:00-05:00,6.275356769561768
2010-01-22 00:00:00-05:00,5.96410608291626
2010-01-25 00:00:00-05:00,6.124557018280029
2010-01-26 00:00:00-05:00,6.211116313934326
2010-01-27 00:00:00-05:00,6.269626617431641
2010-01-28 00:00:00-05:00,6.010551929473877
2010-01-29 00:00:00-05:00,5.792496204376221
2010-02-01 00:00:00-05:00,5.873023509979248
2010-02-02 00:00:00-05:00,5.9071044921875
2010-02-03 00:00:00-05:00,6.0087432861328125
2010-02-04 00:00:00-05:00,5.792196273803711
2010-02-05 00:00:00-05:00,5.895038604736328
2010-02-08 00:00:00-05:00,5.854626178741455
2010-02-09 00:00:00-05:00,5.917057991027832
2010-02-10 00:00:00-05:00,5.884785175323486
2010-02-11 00:00:00-05:00,5.991853713989258
2010-02-12 00:00:00-05:00,6.043427467346191
2010-02-16 00:00:00-05:00,6.134510040283203
2010-02-17 00:00:00-05:00,6.108874320983887
2010-02-18 00:00:00-05:00,6.120334148406982
2010-02-19 00:00:00-05:00,6.082334041595459
2010-02-22 00:00:00-05:00,6.0446343421936035
2010-02-23 00:00:00-05:00,5.943296432495117
2010-02-24 00:00:00-05:00,6.051872253417969
2010-02-25 00:00:00-05:00,6.092284202575684
2010-02-26 00:00:00-05:00,6.171306133270264
2010-03-01 00:00:00-05:00,6.303103923797607
2010-03-02 00:00:00-05:00,6.298881530761719
2010-03-03 00:00:00-05:00,6.313356399536133
2010-03-04 00:00:00-05:00,6.354977607727051
2010-03-05 00:00:00-05:00,6.603495121002197
2010-03-08 00:00:00-05:00,6.607415676116943
2010-03-09 00:00:00-05:00,6.726246356964111
2010-03-10 00:00:00-05:00,6.781137466430664
2010-03-11 00:00:00-05:00,6.801041603088379
2010-03-12 00:00:00-05:00,6.834216594696045
2010-03-15 00:00:00-04:00,6.750977993011475
2010-03-16 00:00:00-04:00,6.769373893737793
2010-03-17 00:00:00-04:00,6.7594218254089355
2010-03-18 00:00:00-04:00,6.775404930114746
2010-03-19 00:00:00-04:00,6.703022003173828
2010-03-22 00:00:00-04:00,6.7784223556518555
2010-03-23 00:00:00-04:00,6.88730001449585
2010-03-24 00:00:00-04:00,6.917758941650391
2010-03-25 00:00:00-04:00,6.835724830627441
2010-03-26 00:00:00-04:00,6.963905334472656
2010-03-29 00:00:00-04:00,7.008842945098877
2010-03-30 00:00:00-04:00,7.113194465637207
2010-03-31 00:00:00-04:00,7.087558269500732
2010-04-01 00:00:00-04:00,7.116816520690918
2010-04-05 00:00:00-04:00,7.1928181648254395
2010-04-06 00:00:00-04:00,7.224484443664551
2010-04-07 00:00:00-04:00,7.256455421447754
2010-04-08 00:00:00-04:00,7.236852645874023
2010-04-09 00:00:00-04:00,7.2923455238342285
2010-04-12 00:00:00-04:00,7.3074235916137695
2010-04-13 00:00:00-04:00,7.311647891998291
2010-04-14 00:00:00-04:00,7.409969329833984
